date,product,quantity,unitPrice
2026-07-20,"Dettol Original Bathing Soap (Pack of 4)",6,190.00
2026-07-21,"Maggi 2-Minute Noodles 70g",19,14.00
2026-07-21,"Nestle Classic Coffee 50g",4,175.00
2026-07-21,"Coca-Cola Original 750ml",13,45.00
2026-07-21,"Pepsi Can 300ml",10,40.00
2026-07-21,"Real Fruit Juice Mixed Fruit 1L",7,120.00
2026-07-21,"Parle-G Gold Biscuits 1kg",9,130.00
2026-07-21,"Britannia Good Day Butter 200g",13,50.00
2026-07-21,"Britannia Marie Gold 250g",11,35.00
2026-07-21,"Lay's Classic Salted Chips 50g",14,20.00
2026-07-21,"Kurkure Masala Munch 80g",15,20.00
2026-07-21,"Amul Taaza Homogenised Toned Milk 1L",24,72.00
2026-07-21,"Amul Salted Butter 500g",8,275.00
2026-07-21,"Kellogg's Corn Flakes 475g",4,220.00
2026-07-21,"Aashirvaad Superior MP Sharbati Atta 5kg",10,310.00
2026-07-21,"Tata Salt Vacuum Evaporated 1kg",16,28.00
2026-07-21,"Tata Sampann Toor Dal 1kg",8,175.00
2026-07-21,"Fortune Sunlite Refined Sunflower Oil 1L",11,155.00
2026-07-21,"Surf Excel Easy Wash Detergent Powder 1kg",9,145.00
2026-07-21,"Vim Dishwash Liquid Gel 500ml",6,130.00
2026-07-21,"Colgate MaxFresh Blue Gel Toothpaste 150g",8,120.00
2026-07-21,"Head & Shoulders Anti-Dandruff Shampoo 340ml",5,320.00
2026-07-21,"Dettol Original Bathing Soap (Pack of 4)",7,190.00
2026-07-22,"Maggi 2-Minute Noodles 70g",18,14.00
2026-07-22,"Nestle Classic Coffee 50g",4,175.00
2026-07-22,"Coca-Cola Original 750ml",15,45.00
2026-07-22,"Pepsi Can 300ml",9,40.00
2026-07-22,"Real Fruit Juice Mixed Fruit 1L",6,120.00
2026-07-22,"Parle-G Gold Biscuits 1kg",8,130.00
2026-07-22,"Britannia Good Day Butter 200g",13,50.00
2026-07-22,"Britannia Marie Gold 250g",11,35.00
2026-07-22,"Lay's Classic Salted Chips 50g",17,20.00
2026-07-22,"Kurkure Masala Munch 80g",11,20.00
2026-07-22,"Amul Taaza Homogenised Toned Milk 1L",24,72.00
2026-07-22,"Amul Salted Butter 500g",7,275.00
2026-07-22,"Kellogg's Corn Flakes 475g",4,220.00
2026-07-22,"Aashirvaad Superior MP Sharbati Atta 5kg",8,310.00
2026-07-22,"Tata Salt Vacuum Evaporated 1kg",19,28.00
2026-07-22,"Tata Sampann Toor Dal 1kg",9,175.00
2026-07-22,"Fortune Sunlite Refined Sunflower Oil 1L",10,155.00
2026-07-22,"Surf Excel Easy Wash Detergent Powder 1kg",9,145.00
2026-07-22,"Vim Dishwash Liquid Gel 500ml",5,130.00
2026-07-22,"Colgate MaxFresh Blue Gel Toothpaste 150g",9,120.00
2026-07-22,"Head & Shoulders Anti-Dandruff Shampoo 340ml",5,320.00
2026-07-22,"Dettol Original Bathing Soap (Pack of 4)",7,190.00
2026-07-23,"Maggi 2-Minute Noodles 70g",20,14.00
2026-07-23,"Nestle Classic Coffee 50g",6,175.00
2026-07-23,"Coca-Cola Original 750ml",14,45.00
2026-07-23,"Pepsi Can 300ml",11,40.00
2026-07-23,"Real Fruit Juice Mixed Fruit 1L",7,120.00
2026-07-23,"Parle-G Gold Biscuits 1kg",8,130.00
2026-07-23,"Britannia Good Day Butter 200g",12,50.00
2026-07-23,"Britannia Marie Gold 250g",9,35.00
2026-07-23,"Lay's Classic Salted Chips 50g",14,20.00
2026-07-23,"Kurkure Masala Munch 80g",16,20.00
2026-07-23,"Amul Taaza Homogenised Toned Milk 1L",23,72.00
2026-07-23,"Amul Salted Butter 500g",8,275.00
2026-07-23,"Kellogg's Corn Flakes 475g",4,220.00
2026-07-23,"Aashirvaad Superior MP Sharbati Atta 5kg",8,310.00
2026-07-23,"Tata Salt Vacuum Evaporated 1kg",20,28.00
2026-07-23,"Tata Sampann Toor Dal 1kg",10,175.00
2026-07-23,"Fortune Sunlite Refined Sunflower Oil 1L",11,155.00
2026-07-23,"Surf Excel Easy Wash Detergent Powder 1kg",6,145.00
2026-07-23,"Vim Dishwash Liquid Gel 500ml",7,130.00
2026-07-23,"Colgate MaxFresh Blue Gel Toothpaste 150g",9,120.00
2026-07-23,"Head & Shoulders Anti-Dandruff Shampoo 340ml",4,320.00
2026-07-23,"Dettol Original Bathing Soap (Pack of 4)",7,190.00
2026-07-24,"Maggi 2-Minute Noodles 70g",25,14.00
2026-07-24,"Nestle Classic Coffee 50g",6,175.00
2026-07-24,"Coca-Cola Original 750ml",19,45.00
2026-07-24,"Pepsi Can 300ml",17,40.00
2026-07-24,"Real Fruit Juice Mixed Fruit 1L",9,120.00
2026-07-24,"Parle-G Gold Biscuits 1kg",10,130.00
2026-07-24,"Britannia Good Day Butter 200g",18,50.00
2026-07-24,"Britannia Marie Gold 250g",16,35.00
2026-07-24,"Lay's Classic Salted Chips 50g",21,20.00
2026-07-24,"Kurkure Masala Munch 80g",19,20.00
2026-07-24,"Amul Taaza Homogenised Toned Milk 1L",29,72.00
2026-07-24,"Amul Salted Butter 500g",8,275.00
2026-07-24,"Kellogg's Corn Flakes 475g",5,220.00
2026-07-24,"Aashirvaad Superior MP Sharbati Atta 5kg",12,310.00
2026-07-24,"Tata Salt Vacuum Evaporated 1kg",26,28.00
2026-07-24,"Tata Sampann Toor Dal 1kg",10,175.00
2026-07-24,"Fortune Sunlite Refined Sunflower Oil 1L",16,155.00
2026-07-24,"Surf Excel Easy Wash Detergent Powder 1kg",10,145.00
2026-07-24,"Vim Dishwash Liquid Gel 500ml",8,130.00
2026-07-24,"Colgate MaxFresh Blue Gel Toothpaste 150g",11,120.00
2026-07-24,"Head & Shoulders Anti-Dandruff Shampoo 340ml",6,320.00
2026-07-24,"Dettol Original Bathing Soap (Pack of 4)",8,190.00
2026-07-25,"Maggi 2-Minute Noodles 70g",24,14.00
2026-07-25,"Nestle Classic Coffee 50g",6,175.00
2026-07-25,"Coca-Cola Original 750ml",19,45.00
2026-07-25,"Pepsi Can 300ml",15,40.00
2026-07-25,"Real Fruit Juice Mixed Fruit 1L",8,120.00
2026-07-25,"Parle-G Gold Biscuits 1kg",13,130.00
2026-07-25,"Britannia Good Day Butter 200g",18,50.00
2026-07-25,"Britannia Marie Gold 250g",12,35.00
2026-07-25,"Lay's Classic Salted Chips 50g",20,20.00
2026-07-25,"Kurkure Masala Munch 80g",20,20.00
2026-07-25,"Amul Taaza Homogenised Toned Milk 1L",25,72.00
2026-07-25,"Amul Salted Butter 500g",10,275.00
2026-07-25,"Kellogg's Corn Flakes 475g",5,220.00
2026-07-25,"Aashirvaad Superior MP Sharbati Atta 5kg",12,310.00
2026-07-25,"Tata Salt Vacuum Evaporated 1kg",22,28.00
2026-07-25,"Tata Sampann Toor Dal 1kg",13,175.00
2026-07-25,"Fortune Sunlite Refined Sunflower Oil 1L",15,155.00
2026-07-25,"Surf Excel Easy Wash Detergent Powder 1kg",10,145.00
2026-07-25,"Vim Dishwash Liquid Gel 500ml",8,130.00
2026-07-25,"Colgate MaxFresh Blue Gel Toothpaste 150g",10,120.00
2026-07-25,"Head & Shoulders Anti-Dandruff Shampoo 340ml",4,320.00
2026-07-25,"Dettol Original Bathing Soap (Pack of 4)",10,190.00
2026-07-26,"Maggi 2-Minute Noodles 70g",14,14.00
2026-07-26,"Nestle Classic Coffee 50g",5,175.00
2026-07-26,"Coca-Cola Original 750ml",15,45.00
2026-07-26,"Pepsi Can 300ml",11,40.00
2026-07-26,"Real Fruit Juice Mixed Fruit 1L",6,120.00
2026-07-26,"Parle-G Gold Biscuits 1kg",8,130.00
2026-07-26,"Britannia Good Day Butter 200g",11,50.00
2026-07-26,"Britannia Marie Gold 250g",12,35.00
2026-07-26,"Lay's Classic Salted Chips 50g",16,20.00
2026-07-26,"Kurkure Masala Munch 80g",15,20.00
2026-07-26,"Amul Taaza Homogenised Toned Milk 1L",22,72.00
2026-07-26,"Amul Salted Butter 500g",7,275.00
2026-07-26,"Kellogg's Corn Flakes 475g",4,220.00
2026-07-26,"Aashirvaad Superior MP Sharbati Atta 5kg",9,310.00
2026-07-26,"Tata Salt Vacuum Evaporated 1kg",20,28.00
2026-07-26,"Tata Sampann Toor Dal 1kg",9,175.00
2026-07-26,"Fortune Sunlite Refined Sunflower Oil 1L",11,155.00
2026-07-26,"Surf Excel Easy Wash Detergent Powder 1kg",7,145.00
2026-07-26,"Vim Dishwash Liquid Gel 500ml",5,130.00
2026-07-26,"Colgate MaxFresh Blue Gel Toothpaste 150g",7,120.00
2026-07-26,"Head & Shoulders Anti-Dandruff Shampoo 340ml",4,320.00
2026-07-26,"Dettol Original Bathing Soap (Pack of 4)",7,190.00
2026-07-27,"Maggi 2-Minute Noodles 70g",15,14.00
2026-07-27,"Nestle Classic Coffee 50g",5,175.00
2026-07-27,"Coca-Cola Original 750ml",13,45.00
2026-07-27,"Pepsi Can 300ml",11,40.00
2026-07-27,"Real Fruit Juice Mixed Fruit 1L",6,120.00
2026-07-27,"Parle-G Gold Biscuits 1kg",8,130.00
2026-07-27,"Britannia Good Day Butter 200g",14,50.00
2026-07-27,"Britannia Marie Gold 250g",11,35.00
2026-07-27,"Lay's Classic Salted Chips 50g",15,20.00
2026-07-27,"Kurkure Masala Munch 80g",15,20.00
2026-07-27,"Amul Taaza Homogenised Toned Milk 1L",23,72.00
2026-07-27,"Amul Salted Butter 500g",7,275.00
2026-07-27,"Kellogg's Corn Flakes 475g",3,220.00
2026-07-27,"Aashirvaad Superior MP Sharbati Atta 5kg",10,310.00
2026-07-27,"Tata Salt Vacuum Evaporated 1kg",20,28.00
2026-07-27,"Tata Sampann Toor Dal 1kg",8,175.00
2026-07-27,"Fortune Sunlite Refined Sunflower Oil 1L",11,155.00
2026-07-27,"Surf Excel Easy Wash Detergent Powder 1kg",9,145.00
2026-07-27,"Vim Dishwash Liquid Gel 500ml",6,130.00
2026-07-27,"Colgate MaxFresh Blue Gel Toothpaste 150g",9,120.00
2026-07-27,"Head & Shoulders Anti-Dandruff Shampoo 340ml",4,320.00
2026-07-27,"Dettol Original Bathing Soap (Pack of 4)",6,190.00
2026-07-28,"Maggi 2-Minute Noodles 70g",16,14.00
2026-07-28,"Nestle Classic Coffee 50g",5,175.00
2026-07-28,"Coca-Cola Original 750ml",13,45.00
2026-07-28,"Pepsi Can 300ml",12,40.00
2026-07-28,"Real Fruit Juice Mixed Fruit 1L",6,120.00
2026-07-28,"Parle-G Gold Biscuits 1kg",8,130.00
2026-07-28,"Britannia Good Day Butter 200g",14,50.00
2026-07-28,"Britannia Marie Gold 250g",11,35.00
2026-07-28,"Lay's Classic Salted Chips 50g",16,20.00
2026-07-28,"Kurkure Masala Munch 80g",17,20.00
2026-07-28,"Amul Taaza Homogenised Toned Milk 1L",19,72.00
2026-07-28,"Amul Salted Butter 500g",6,275.00
2026-07-28,"Kellogg's Corn Flakes 475g",4,220.00
2026-07-28,"Aashirvaad Superior MP Sharbati Atta 5kg",8,310.00
2026-07-28,"Tata Salt Vacuum Evaporated 1kg",20,28.00
2026-07-28,"Tata Sampann Toor Dal 1kg",9,175.00
2026-07-28,"Fortune Sunlite Refined Sunflower Oil 1L",13,155.00
2026-07-28,"Surf Excel Easy Wash Detergent Powder 1kg",6,145.00
2026-07-28,"Vim Dishwash Liquid Gel 500ml",5,130.00
2026-07-28,"Colgate MaxFresh Blue Gel Toothpaste 150g",6,120.00
2026-07-28,"Head & Shoulders Anti-Dandruff Shampoo 340ml",5,320.00
2026-07-28,"Dettol Original Bathing Soap (Pack of 4)",9,190.00
2026-07-29,"Maggi 2-Minute Noodles 70g",16,14.00
2026-07-29,"Nestle Classic Coffee 50g",6,175.00
2026-07-29,"Coca-Cola Original 750ml",15,45.00
2026-07-29,"Pepsi Can 300ml",8,40.00
2026-07-29,"Real Fruit Juice Mixed Fruit 1L",6,120.00
2026-07-29,"Parle-G Gold Biscuits 1kg",9,130.00
2026-07-29,"Britannia Good Day Butter 200g",11,50.00
2026-07-29,"Britannia Marie Gold 250g",14,35.00
2026-07-29,"Lay's Classic Salted Chips 50g",17,20.00
2026-07-29,"Kurkure Masala Munch 80g",16,20.00
2026-07-29,"Amul Taaza Homogenised Toned Milk 1L",21,72.00
2026-07-29,"Amul Salted Butter 500g",6,275.00
2026-07-29,"Kellogg's Corn Flakes 475g",5,220.00
2026-07-29,"Aashirvaad Superior MP Sharbati Atta 5kg",10,310.00
2026-07-29,"Tata Salt Vacuum Evaporated 1kg",17,28.00
2026-07-29,"Tata Sampann Toor Dal 1kg",7,175.00
2026-07-29,"Fortune Sunlite Refined Sunflower Oil 1L",13,155.00
2026-07-29,"Surf Excel Easy Wash Detergent Powder 1kg",8,145.00
2026-07-29,"Vim Dishwash Liquid Gel 500ml",6,130.00
2026-07-29,"Colgate MaxFresh Blue Gel Toothpaste 150g",7,120.00
2026-07-29,"Head & Shoulders Anti-Dandruff Shampoo 340ml",4,320.00
2026-07-29,"Dettol Original Bathing Soap (Pack of 4)",9,190.00
2026-07-30,"Maggi 2-Minute Noodles 70g",15,14.00
2026-07-30,"Nestle Classic Coffee 50g",6,175.00
2026-07-30,"Coca-Cola Original 750ml",15,45.00
2026-07-30,"Pepsi Can 300ml",12,40.00
2026-07-30,"Real Fruit Juice Mixed Fruit 1L",6,120.00
2026-07-30,"Parle-G Gold Biscuits 1kg",8,130.00
2026-07-30,"Britannia Good Day Butter 200g",13,50.00
2026-07-30,"Britannia Marie Gold 250g",10,35.00
2026-07-30,"Lay's Classic Salted Chips 50g",16,20.00
2026-07-30,"Kurkure Masala Munch 80g",16,20.00
2026-07-30,"Amul Taaza Homogenised Toned Milk 1L",23,72.00
2026-07-30,"Amul Salted Butter 500g",7,275.00
2026-07-30,"Kellogg's Corn Flakes 475g",4,220.00
2026-07-30,"Aashirvaad Superior MP Sharbati Atta 5kg",8,310.00
2026-07-30,"Tata Salt Vacuum Evaporated 1kg",19,28.00
2026-07-30,"Tata Sampann Toor Dal 1kg",9,175.00
2026-07-30,"Fortune Sunlite Refined Sunflower Oil 1L",12,155.00
2026-07-30,"Surf Excel Easy Wash Detergent Powder 1kg",5,145.00
2026-07-30,"Vim Dishwash Liquid Gel 500ml",6,130.00
2026-07-30,"Colgate MaxFresh Blue Gel Toothpaste 150g",7,120.00
2026-07-30,"Head & Shoulders Anti-Dandruff Shampoo 340ml",3,320.00
2026-07-30,"Dettol Original Bathing Soap (Pack of 4)",8,190.00
2026-07-31,"Maggi 2-Minute Noodles 70g",24,14.00
2026-07-31,"Nestle Classic Coffee 50g",7,175.00
2026-07-31,"Coca-Cola Original 750ml",21,45.00
2026-07-31,"Pepsi Can 300ml",14,40.00
2026-07-31,"Real Fruit Juice Mixed Fruit 1L",7,120.00
2026-07-31,"Parle-G Gold Biscuits 1kg",10,130.00
2026-07-31,"Britannia Good Day Butter 200g",17,50.00
2026-07-31,"Britannia Marie Gold 250g",13,35.00
2026-07-31,"Lay's Classic Salted Chips 50g",20,20.00
2026-07-31,"Kurkure Masala Munch 80g",21,20.00
2026-07-31,"Amul Taaza Homogenised Toned Milk 1L",28,72.00
2026-07-31,"Amul Salted Butter 500g",9,275.00
2026-07-31,"Kellogg's Corn Flakes 475g",5,220.00
2026-07-31,"Aashirvaad Superior MP Sharbati Atta 5kg",12,310.00
2026-07-31,"Tata Salt Vacuum Evaporated 1kg",27,28.00
2026-07-31,"Tata Sampann Toor Dal 1kg",12,175.00
2026-07-31,"Fortune Sunlite Refined Sunflower Oil 1L",16,155.00
2026-07-31,"Surf Excel Easy Wash Detergent Powder 1kg",9,145.00
2026-07-31,"Vim Dishwash Liquid Gel 500ml",8,130.00
2026-07-31,"Colgate MaxFresh Blue Gel Toothpaste 150g",12,120.00
2026-07-31,"Head & Shoulders Anti-Dandruff Shampoo 340ml",5,320.00
2026-07-31,"Dettol Original Bathing Soap (Pack of 4)",11,190.00
2026-08-01,"Maggi 2-Minute Noodles 70g",24,14.00
2026-08-01,"Nestle Classic Coffee 50g",7,175.00
2026-08-01,"Coca-Cola Original 750ml",17,45.00
2026-08-01,"Pepsi Can 300ml",14,40.00
2026-08-01,"Real Fruit Juice Mixed Fruit 1L",9,120.00
2026-08-01,"Parle-G Gold Biscuits 1kg",10,130.00
2026-08-01,"Britannia Good Day Butter 200g",17,50.00
2026-08-01,"Britannia Marie Gold 250g",15,35.00
2026-08-01,"Lay's Classic Salted Chips 50g",21,20.00
2026-08-01,"Kurkure Masala Munch 80g",20,20.00
2026-08-01,"Amul Taaza Homogenised Toned Milk 1L",30,72.00
2026-08-01,"Amul Salted Butter 500g",8,275.00
2026-08-01,"Kellogg's Corn Flakes 475g",6,220.00
2026-08-01,"Aashirvaad Superior MP Sharbati Atta 5kg",11,310.00
2026-08-01,"Tata Salt Vacuum Evaporated 1kg",25,28.00
2026-08-01,"Tata Sampann Toor Dal 1kg",11,175.00
2026-08-01,"Fortune Sunlite Refined Sunflower Oil 1L",17,155.00
2026-08-01,"Surf Excel Easy Wash Detergent Powder 1kg",10,145.00
2026-08-01,"Vim Dishwash Liquid Gel 500ml",9,130.00
2026-08-01,"Colgate MaxFresh Blue Gel Toothpaste 150g",11,120.00
2026-08-01,"Head & Shoulders Anti-Dandruff Shampoo 340ml",5,320.00
2026-08-01,"Dettol Original Bathing Soap (Pack of 4)",10,190.00
2026-08-02,"Maggi 2-Minute Noodles 70g",18,14.00
2026-08-02,"Nestle Classic Coffee 50g",5,175.00
2026-08-02,"Coca-Cola Original 750ml",17,45.00
2026-08-02,"Pepsi Can 300ml",10,40.00
2026-08-02,"Real Fruit Juice Mixed Fruit 1L",6,120.00
2026-08-02,"Parle-G Gold Biscuits 1kg",8,130.00
2026-08-02,"Britannia Good Day Butter 200g",13,50.00
2026-08-02,"Britannia Marie Gold 250g",11,35.00
2026-08-02,"Lay's Classic Salted Chips 50g",18,20.00
2026-08-02,"Kurkure Masala Munch 80g",16,20.00
2026-08-02,"Amul Taaza Homogenised Toned Milk 1L",22,72.00
2026-08-02,"Amul Salted Butter 500g",7,275.00
2026-08-02,"Kellogg's Corn Flakes 475g",5,220.00
2026-08-02,"Aashirvaad Superior MP Sharbati Atta 5kg",9,310.00
2026-08-02,"Tata Salt Vacuum Evaporated 1kg",18,28.00
2026-08-02,"Tata Sampann Toor Dal 1kg",6,175.00
2026-08-02,"Fortune Sunlite Refined Sunflower Oil 1L",13,155.00
2026-08-02,"Surf Excel Easy Wash Detergent Powder 1kg",7,145.00
2026-08-02,"Vim Dishwash Liquid Gel 500ml",7,130.00
2026-08-02,"Colgate MaxFresh Blue Gel Toothpaste 150g",8,120.00
2026-08-02,"Head & Shoulders Anti-Dandruff Shampoo 340ml",5,320.00
2026-08-02,"Dettol Original Bathing Soap (Pack of 4)",7,190.00
2026-08-03,"Maggi 2-Minute Noodles 70g",20,14.00
2026-08-03,"Nestle Classic Coffee 50g",4,175.00
2026-08-03,"Coca-Cola Original 750ml",14,45.00
2026-08-03,"Pepsi Can 300ml",9,40.00
2026-08-03,"Real Fruit Juice Mixed Fruit 1L",5,120.00
2026-08-03,"Parle-G Gold Biscuits 1kg",8,130.00
2026-08-03,"Britannia Good Day Butter 200g",12,50.00
2026-08-03,"Britannia Marie Gold 250g",10,35.00
2026-08-03,"Lay's Classic Salted Chips 50g",16,20.00
2026-08-03,"Kurkure Masala Munch 80g",17,20.00
2026-08-03,"Amul Taaza Homogenised Toned Milk 1L",22,72.00
2026-08-03,"Amul Salted Butter 500g",9,275.00
2026-08-03,"Kellogg's Corn Flakes 475g",4,220.00
2026-08-03,"Aashirvaad Superior MP Sharbati Atta 5kg",11,310.00
2026-08-03,"Tata Salt Vacuum Evaporated 1kg",19,28.00
2026-08-03,"Tata Sampann Toor Dal 1kg",9,175.00
2026-08-03,"Fortune Sunlite Refined Sunflower Oil 1L",11,155.00
2026-08-03,"Surf Excel Easy Wash Detergent Powder 1kg",8,145.00
2026-08-03,"Vim Dishwash Liquid Gel 500ml",5,130.00
2026-08-03,"Colgate MaxFresh Blue Gel Toothpaste 150g",9,120.00
2026-08-03,"Head & Shoulders Anti-Dandruff Shampoo 340ml",3,320.00
2026-08-03,"Dettol Original Bathing Soap (Pack of 4)",7,190.00
2026-08-04,"Maggi 2-Minute Noodles 70g",16,14.00
2026-08-04,"Nestle Classic Coffee 50g",5,175.00
2026-08-04,"Coca-Cola Original 750ml",12,45.00
2026-08-04,"Pepsi Can 300ml",10,40.00
2026-08-04,"Real Fruit Juice Mixed Fruit 1L",6,120.00
2026-08-04,"Parle-G Gold Biscuits 1kg",8,130.00
2026-08-04,"Britannia Good Day Butter 200g",14,50.00
2026-08-04,"Britannia Marie Gold 250g",13,35.00
2026-08-04,"Lay's Classic Salted Chips 50g",14,20.00
2026-08-04,"Kurkure Masala Munch 80g",18,20.00
2026-08-04,"Amul Taaza Homogenised Toned Milk 1L",21,72.00
2026-08-04,"Amul Salted Butter 500g",7,275.00
2026-08-04,"Kellogg's Corn Flakes 475g",4,220.00
2026-08-04,"Aashirvaad Superior MP Sharbati Atta 5kg",10,310.00
2026-08-04,"Tata Salt Vacuum Evaporated 1kg",19,28.00
2026-08-04,"Tata Sampann Toor Dal 1kg",7,175.00
2026-08-04,"Fortune Sunlite Refined Sunflower Oil 1L",11,155.00
2026-08-04,"Surf Excel Easy Wash Detergent Powder 1kg",7,145.00
2026-08-04,"Vim Dishwash Liquid Gel 500ml",5,130.00
2026-08-04,"Colgate MaxFresh Blue Gel Toothpaste 150g",8,120.00
2026-08-04,"Head & Shoulders Anti-Dandruff Shampoo 340ml",6,320.00
2026-08-04,"Dettol Original Bathing Soap (Pack of 4)",9,190.00
2026-08-05,"Maggi 2-Minute Noodles 70g",19,14.00
2026-08-05,"Nestle Classic Coffee 50g",5,175.00
2026-08-05,"Coca-Cola Original 750ml",14,45.00
2026-08-05,"Pepsi Can 300ml",12,40.00
2026-08-05,"Real Fruit Juice Mixed Fruit 1L",6,120.00
2026-08-05,"Parle-G Gold Biscuits 1kg",7,130.00
2026-08-05,"Britannia Good Day Butter 200g",13,50.00
2026-08-05,"Britannia Marie Gold 250g",13,35.00
2026-08-05,"Lay's Classic Salted Chips 50g",17,20.00
2026-08-05,"Kurkure Masala Munch 80g",16,20.00
2026-08-05,"Amul Taaza Homogenised Toned Milk 1L",25,72.00
2026-08-05,"Amul Salted Butter 500g",7,275.00
2026-08-05,"Kellogg's Corn Flakes 475g",4,220.00
2026-08-05,"Aashirvaad Superior MP Sharbati Atta 5kg",11,310.00
2026-08-05,"Tata Salt Vacuum Evaporated 1kg",17,28.00
2026-08-05,"Tata Sampann Toor Dal 1kg",8,175.00
2026-08-05,"Fortune Sunlite Refined Sunflower Oil 1L",12,155.00
2026-08-05,"Surf Excel Easy Wash Detergent Powder 1kg",6,145.00
2026-08-05,"Vim Dishwash Liquid Gel 500ml",6,130.00
2026-08-05,"Colgate MaxFresh Blue Gel Toothpaste 150g",7,120.00
2026-08-05,"Head & Shoulders Anti-Dandruff Shampoo 340ml",3,320.00
2026-08-05,"Dettol Original Bathing Soap (Pack of 4)",7,190.00
2026-08-06,"Maggi 2-Minute Noodles 70g",17,14.00
2026-08-06,"Nestle Classic Coffee 50g",6,175.00
2026-08-06,"Coca-Cola Original 750ml",14,45.00
2026-08-06,"Pepsi Can 300ml",11,40.00
2026-08-06,"Real Fruit Juice Mixed Fruit 1L",7,120.00
2026-08-06,"Parle-G Gold Biscuits 1kg",9,130.00
2026-08-06,"Britannia Good Day Butter 200g",12,50.00
2026-08-06,"Britannia Marie Gold 250g",11,35.00
2026-08-06,"Lay's Classic Salted Chips 50g",16,20.00
2026-08-06,"Kurkure Masala Munch 80g",17,20.00
2026-08-06,"Amul Taaza Homogenised Toned Milk 1L",21,72.00
2026-08-06,"Amul Salted Butter 500g",6,275.00
2026-08-06,"Kellogg's Corn Flakes 475g",4,220.00
2026-08-06,"Aashirvaad Superior MP Sharbati Atta 5kg",10,310.00
2026-08-06,"Tata Salt Vacuum Evaporated 1kg",20,28.00
2026-08-06,"Tata Sampann Toor Dal 1kg",8,175.00
2026-08-06,"Fortune Sunlite Refined Sunflower Oil 1L",11,155.00
2026-08-06,"Surf Excel Easy Wash Detergent Powder 1kg",7,145.00
2026-08-06,"Vim Dishwash Liquid Gel 500ml",6,130.00
2026-08-06,"Colgate MaxFresh Blue Gel Toothpaste 150g",9,120.00
2026-08-06,"Head & Shoulders Anti-Dandruff Shampoo 340ml",4,320.00
2026-08-06,"Dettol Original Bathing Soap (Pack of 4)",8,190.00
2026-08-07,"Maggi 2-Minute Noodles 70g",23,14.00
2026-08-07,"Nestle Classic Coffee 50g",6,175.00
2026-08-07,"Coca-Cola Original 750ml",17,45.00
2026-08-07,"Pepsi Can 300ml",12,40.00
2026-08-07,"Real Fruit Juice Mixed Fruit 1L",7,120.00
2026-08-07,"Parle-G Gold Biscuits 1kg",11,130.00
2026-08-07,"Britannia Good Day Butter 200g",16,50.00
2026-08-07,"Britannia Marie Gold 250g",16,35.00
2026-08-07,"Lay's Classic Salted Chips 50g",23,20.00
2026-08-07,"Kurkure Masala Munch 80g",20,20.00
2026-08-07,"Amul Taaza Homogenised Toned Milk 1L",31,72.00
2026-08-07,"Amul Salted Butter 500g",10,275.00
2026-08-07,"Kellogg's Corn Flakes 475g",6,220.00
2026-08-07,"Aashirvaad Superior MP Sharbati Atta 5kg",14,310.00
2026-08-07,"Tata Salt Vacuum Evaporated 1kg",25,28.00
2026-08-07,"Tata Sampann Toor Dal 1kg",10,175.00
2026-08-07,"Fortune Sunlite Refined Sunflower Oil 1L",17,155.00
2026-08-07,"Surf Excel Easy Wash Detergent Powder 1kg",10,145.00
2026-08-07,"Vim Dishwash Liquid Gel 500ml",7,130.00
2026-08-07,"Colgate MaxFresh Blue Gel Toothpaste 150g",12,120.00
2026-08-07,"Head & Shoulders Anti-Dandruff Shampoo 340ml",6,320.00
2026-08-07,"Dettol Original Bathing Soap (Pack of 4)",9,190.00
2026-08-08,"Maggi 2-Minute Noodles 70g",22,14.00
2026-08-08,"Nestle Classic Coffee 50g",7,175.00
2026-08-08,"Coca-Cola Original 750ml",57,45.00
2026-08-08,"Pepsi Can 300ml",13,40.00
2026-08-08,"Real Fruit Juice Mixed Fruit 1L",8,120.00
2026-08-08,"Parle-G Gold Biscuits 1kg",10,130.00
2026-08-08,"Britannia Good Day Butter 200g",16,50.00
2026-08-08,"Britannia Marie Gold 250g",18,35.00
2026-08-08,"Lay's Classic Salted Chips 50g",22,20.00
2026-08-08,"Kurkure Masala Munch 80g",21,20.00
2026-08-08,"Amul Taaza Homogenised Toned Milk 1L",30,72.00
2026-08-08,"Amul Salted Butter 500g",11,275.00
2026-08-08,"Kellogg's Corn Flakes 475g",4,220.00
2026-08-08,"Aashirvaad Superior MP Sharbati Atta 5kg",10,310.00
2026-08-08,"Tata Salt Vacuum Evaporated 1kg",28,28.00
2026-08-08,"Tata Sampann Toor Dal 1kg",11,175.00
2026-08-08,"Fortune Sunlite Refined Sunflower Oil 1L",14,155.00
2026-08-08,"Surf Excel Easy Wash Detergent Powder 1kg",10,145.00
2026-08-08,"Vim Dishwash Liquid Gel 500ml",7,130.00
2026-08-08,"Colgate MaxFresh Blue Gel Toothpaste 150g",12,120.00
2026-08-08,"Head & Shoulders Anti-Dandruff Shampoo 340ml",6,320.00
2026-08-08,"Dettol Original Bathing Soap (Pack of 4)",8,190.00
2026-08-09,"Maggi 2-Minute Noodles 70g",16,14.00
2026-08-09,"Nestle Classic Coffee 50g",4,175.00
2026-08-09,"Coca-Cola Original 750ml",44,45.00
2026-08-09,"Pepsi Can 300ml",12,40.00
2026-08-09,"Real Fruit Juice Mixed Fruit 1L",6,120.00
